Student_Id,Question,Answer Choices,Answer,Difficulty,Assigned Points
Candidate 382,"Hva brukes elif til i Python? 
Velg ett alternativ:","A) Det finnes ikke noe nøkkelord som heter elif i Python.
B) Det brukes som nøkkelord for kode som alltid skal kjøres i en if-test.
C) Vi må ha med elif på slutten av en løkke.
D) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.","D) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.",easy,0.75
Candidate 382,"Hvilket alternativ passer best til følgende beskrivelse?:

""En navngitt referanse til en verdi.""

Velg ett alternativ:","A) Variabel
B) Liste
C) Klasse
D) Funksjon",A) Variabel,easy,0.25
Candidate 382,"Hvis du ønsker at en kodesekvens bare skal kjøre under visse forutsetninger, hva ville du
benyttet?

Velg ett alternativ:","A) Klasse
B) Aritmetiske operatorer
C) Modul
D) If-test",D) If-test,easy,0.25
Candidate 382,"Hvilket alternativ passer best til følgende beskrivelse?

""En itererende sekvens av kodelinjer"".

Velg ett alternativ:","A) For-loop
B) Modul
C) Klasse
D) Funksjon",A) For-loop,easy,0.25
Candidate 382,"Hva brukes pass til i Python?

Velg ett alternativ:","A) Brukes som placeholder, gjør ingenting i seg selv.
B) Brukes for å lage en løkke.
C) Oppretter en feilmelding.
D) Hopper over resten av koden i nåværende iterasjon av en løkke.",D) Hopper over resten av koden i nåværende iterasjon av en løkke.,easy,0.75
Candidate 382,"Hvilke av de følgende kodelinjene KAN være eksempler hvor en funksjon blir KALT? Velg ett eller
flere av følgende alternativer:

Velg ett eller flere alternativer","A) add_five += 5
B) def add_together(number_1, number_2):
             return number_1 + number_2
C) result = multiply()
D) multiply(1,3)","C) result = multiply()
D) multiply(1,3)",medium,1.0
Candidate 382,"Hvordan kan du ikke opprette en dictionary?

Velg ett eller flere alternativer","A) d = {'milk': 2, 'butter': 1}
B) d = {42: ""forty two"", 9001: ""ninethousandandone""}
C) d = {'milk': ['whole', 'skimmed']}
D) d = {('milk', 50), ('butter', 1)}","C) d = {'milk': ['whole', 'skimmed']}
D) d = {('milk', 50), ('butter', 1)}",easy,0.5
Candidate 382,"Hvilke av de følgende kodelinjene returnerer boolean-verdien True? Velg en eller flere av følgende alternativer: 

Velg ett eller flere alternativer","A) ""Exam"" == ""Exam""
C) 5 <= 2
B) True or False
D) ""Exam"" = ""Exam""","A) ""Exam"" == ""Exam""
D) ""Exam"" = ""Exam""",medium,1.0
Candidate 382,"Hvilke av de følgende kodelinjene kan være eksempler på opprettelse av en ny variabel? Velg en
eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) name = ""Olav Stang""
B) name = make_random_name()
C) print(name)
D) age += 1","A) name = ""Olav Stang""
B) name = make_random_name()
D) age += 1",medium,1.5
Candidate 382,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
B) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
C) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke
D) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.","A) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
B) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False",hard,2.25
Candidate 382,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det brukes til å sortere lister.
B) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.
C) Det er et reservert nøkkelord til bruk i if-setninger.
D) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.","B) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.
D) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.",medium,1.0
Candidate 382,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Runde av flyt-tall til valgt antall desimaler.
B) Generere tilfeldige tall.
C) Konvertere heltall til en string.
D) Kalle på metoder som fins i foreldreklassen.","B) Generere tilfeldige tall.
C) Konvertere heltall til en string.",medium,1.0
Candidate 382,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Få en løkke til å gå uendelig.
B) Avslutte hele programmet.
C) Hoppe over resten av koden i nåværende iterasjon av en løkke.
D) Avslutte en funksjon.",A) Få en løkke til å gå uendelig.,easy,0.5
Candidate 382,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) ==
B) >
C) !=
D) <",D) <,medium,1.5
Candidate 382,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 6
B) 21
C) 0
D) 20",B) 21,easy,0.25
Candidate 382,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 8
B) -10
C) 0
D) 22",B) 8,easy,0.25
Candidate 382,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob! Alder: None""
B) ""Hei, Bob! Alder: 25""
C) ""Hei, Bob! age=25""
D) ""Hei, Bob!""","B) ""Hei, Bob! Alder: 25""",medium,1.5
Candidate 382,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [1, 2, 3]
B) [1, 2, 3, 4, 5, 6]
C) [1, 2, 3, [4, 5, 6]]
D) [4, 5, 6]","B) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 382,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",," menu = {
    ""rett1""{
        ""name"": ""Ribbe"",
        ""price"": 145,90
    },
    ""rett2""{
        ""name"": ""Pinnekjøtt"",
        ""price"": 155,90
    },
    ""rett3""{
        ""name"": ""Lutefisk"",
        ""price"": 135,90
    },
    ""rett4""{
        ""name"": ""Nøttestek"",
        ""price"": 135,90
    },
    ""rett5""{
        ""name"": ""Reinsdyrstek"",
        ""price"": 155,90}
    }
    }
    
menu_item = {""name"": name, ""price"": price}
 menulist.append(menu_item)
    
def display_menu_item(menu, rett):
    for rett in menulist:
        print(f""{rett['name']} - {rett['price'} kr"")
 print(f""Meny:"")
 display_menu_item(rett1)
",medium,0.4
Candidate 382,"Nå som menyen er laget for restauranten skal det lages et system for å la kundene bestille fra
den.
Lag en funksjon som heter place_order(). Funksjonen skal ta minst 5 parametere:

    ribbe - heltall og skal ha en standardverdi på 0.
    pinne - heltall og skal ha en standardverdi på 0.
    lute - heltall og skal ha en standardverdi på 0.
    nut - heltall og skal ha en standardverdi på 0.
    rein - heltall og skal ha en standardverdi på 0.

Parameterne representerer antall som blir bestilt av hver rett og skal lagres som en dictionary
der nøklene/keys skal være navnet på rettene (samme som i oppgave 3.1) og verdi/value skal
være antall som blir bestilt (antall skal være av datatypen int).

Dersom det blir bestilt reinsdyrstek skal funksjonen skrive ut ‘Buhuu’.

Til slutt skal funksjonen returnere dictionaryen som ble opprettet. Merk at denne skal returneres
uavhengig av om 'Buhuu' blir skrevet ut.

Skriv ditt svar her
",,"order = [] 
menu = {
    ""rett1""{
        ""name"": ""Ribbe"",
        ""price"": 145,90
    },
    ""rett2""{
        ""name"": ""Pinnekjøtt"",
        ""price"": 155,90
    },
    ""rett3""{
        ""name"": ""Lutefisk"",
        ""price"": 135,90
    },
    ""rett4""{
        ""name"": ""Nøttestek"",
        ""price"": 135,90
    },
    ""rett5""{
        ""name"": ""Reinsdyrstek"",
        ""price"": 155,90}
    }
    }
   
def menubestilling(menulist, name, bestilling=0)   
menu_item = {""name"": name, ""price"": price, ""bestilling"": bestilling}
 menulist.append(menu_item)
 def place_order(menu, ribbe, pinne, lute, nut, rein):
    for place_order in order():
        while True:
            print(f""1 - Ribbe for 145,90kr"")
            print(f""2 - Pinnekjøtt for 155,90kr"")
            print(f""3 - Lutefisk for 135,90kr"")
            print(f""4 - Nøttestek for 135,90kr"")
            print(f""5 - Reinsdyrstek for 155,90"")
            print(f""6 - Vis bestilling"")
            
            valg = input(""Velg et nummer fra 1-5 for det du vil ha:"")
            
            if valg ==""1"":
                ribbe = rett1
                order.append(ribbe)
                print(f""Ribbe ble bestilt"")
            
            elif valg ==""2"":
                pinne = rett2
                order.append(pinne)
                print(f""Pinnekjøtt ble bestilt"")    
            elif valg ==""3"":
                lute = rett3
                order.append(lute)
                print(f""Lutefisk ble bestilt"")              
 
             elif valg ==""4"":
                nut = rett4
                order.append(nut)
                print(f""Nøttestek ble bestilt"")
             elif valg ==""5"":
                rein = rett5
                order.append(rein)
                print(f""Buhuu"")
                print(f""Reinsdyrstek ble bestilt"")  
             elif valg ==""6"":
                 print(order)
               ",medium,0.4
Candidate 382,"Vi vil nå lage funksjonalitet for å regne ut prisen på de bestilte rettene. Vi skal lage to funksjoner
for dette. I denne oppgaven kan man få inntil 7 poeng dersom enten A eller B er løst. For å få 10
poeng må man ha løst begge.

A)
Definer en funksjon som heter calculate_total(). Denne skal ta minst 2 parametere:
        menu – menyen fra tidligere – dictionary
        order – en oversikt over hvor mange av hver rett som er bestilt –dictionary

Funksjonen skal regne ut summen for de bestilte rettene som fins i order.
Hent navn på retten og antall bestilt fra dictionary med bestillingen, og hent pris fra menyen (hint:nøkkel/key er like for begge dictionaryene).

Til slutt skal funksjonen returnere den totale prisen.
Ingen utskrift for denne funksjonen.



B)
Definer en funksjon som heter display_cost(). Denne skal ta minst 2 parametere:
      menu – menyen fra tidligere – dictionary
      order – en bestilling – dictionary


Funksjonen skal skrive ut navn på matrett, antall bestilt og pris for hver rett som er bestilt.

Hint: Denne funksjonen er nesten identisk med calculate_total(), og det meste av koden kan gjenbrukes fra den. Istedenfor å returnere den totale kostnaden skal den altså gi en utskrift.

Utskriften kan f.eks. se slik ut:

Ribbe - (3) - 437.70 kr
Reinsdyrstek - (2) - 311.8 kr



Skriv ditt svar her",," order = [] 
menu = {
    ""rett1""{
        ""name"": ""Ribbe"",
        ""price"": 145,90
    },
    ""rett2""{
        ""name"": ""Pinnekjøtt"",
        ""price"": 155,90
    },
    ""rett3""{
        ""name"": ""Lutefisk"",
        ""price"": 135,90
    },
    ""rett4""{
        ""name"": ""Nøttestek"",
        ""price"": 135,90
    },
    ""rett5""{
        ""name"": ""Reinsdyrstek"",
        ""price"": 155,90}
    }
    }
   
def menubestilling(menulist, name, bestilling=0)   
menu_item = {""name"": name, ""price"": price, ""bestilling"": bestilling}
 menulist.append(menu_item)
 def place_order(menu, ribbe, pinne, lute, nut, rein):
    for place_order in order():
        while True:
            print(f""1 - Ribbe for 145,90kr"")
            print(f""2 - Pinnekjøtt for 155,90kr"")
            print(f""3 - Lutefisk for 135,90kr"")
            print(f""4 - Nøttestek for 135,90kr"")
            print(f""5 - Reinsdyrstek for 155,90"")
            print(f""6 - Vis bestilling"")
            
            valg = input(""Velg et nummer fra 1-5 for det du vil ha:"")
            
            if valg ==""1"":
                ribbe = rett1
                order.append(ribbe)
                print(f""Ribbe ble bestilt"")
            
            elif valg ==""2"":
                pinne = rett2
                order.append(pinne)
                print(f""Pinnekjøtt ble bestilt"")    
            elif valg ==""3"":
                lute = rett3
                order.append(lute)
                print(f""Lutefisk ble bestilt"")              
 
             elif valg ==""4"":
                nut = rett4
                order.append(nut)
                print(f""Nøttestek ble bestilt"")
             elif valg ==""5"":
                rein = rett5
                order.append(rein)
                print(f""Buhuu"")
                print(f""Reinsdyrstek ble bestilt"")  
             elif valg ==""6"":
                 print(order)
 # var klar over at det 100% er noe ting jeg har gjort feil eller mangler i tidliger
    oppgaven hadde vært ganske lik med noen få endringer. På grunn av at jeg ikke h
    det som står på notatten min ikke er mye help i dette tilfellet så får jeg ikke
                  ",medium,0.4
Candidate 382,"Rudolf ønsker nå at kunden skal bekrefte sin bestilling.
Definer en funksjon som heter confirm_order(). Denne skal ta minst 1 parameter:

     order_cost – bestillingens totale kostnad - float

Funksjonen skal vise kunden den totale prisen og be kunden om å skrive inn enten ‘yes’ eller ‘no’
på spørsmål om bestillingen bekreftes. Man skal altså ta en input fra kunden.

Hvis brukeren svarer ‘yes’, skal meldingen ‘Rudolf er grønn på nesen!’ vises og funksjonen skal
returnere True.

Hvis brukeren ikke svarer ‘yes’, skal meldingen ‘Rudolf er rød på nesen’ vises og funksjonen skal returnere False.

Skriv ditt svar her",," order = [] 
menu = {
    ""rett1""{
        ""name"": ""Ribbe"",
        ""price"": 145,90
    },
    ""rett2""{
        ""name"": ""Pinnekjøtt"",
        ""price"": 155,90
    },
    ""rett3""{
        ""name"": ""Lutefisk"",
        ""price"": 135,90
    },
    ""rett4""{
        ""name"": ""Nøttestek"",
        ""price"": 135,90
    },
    ""rett5""{
        ""name"": ""Reinsdyrstek"",
        ""price"": 155,90}
    }
    }
   
def menubestilling(menulist, name, bestilling=0)   
menu_item = {""name"": name, ""price"": price, ""bestilling"": bestilling}
 menulist.append(menu_item)
 def place_order(menu, ribbe, pinne, lute, nut, rein):
    for place_order in order():
        while True:
            print(f""1 - Ribbe for 145,90kr"")
            print(f""2 - Pinnekjøtt for 155,90kr"")
            print(f""3 - Lutefisk for 135,90kr"")
            print(f""4 - Nøttestek for 135,90kr"")
            print(f""5 - Reinsdyrstek for 155,90"")
            print(f""6 - Vis bestilling"")
            
            valg = input(""Velg et nummer fra 1-5 for det du vil ha:"")
            
            if valg ==""1"":
                ribbe = rett1
                order.append(ribbe)
            
            elif valg ==""2"":
                pinne = rett2
                order.append(pinne)
                print(f""Pinnekjøtt ble bestilt"")    
            elif valg ==""3"":
                lute = rett3
                order.append(lute)
                print(f""Lutefisk ble bestilt"")              
 
             elif valg ==""4"":
                nut = rett4
                order.append(nut)
                print(f""Nøttestek ble bestilt"")
             elif valg ==""5"":
                rein = rett5
                order.append(rein)
                print(f""Buhuu"")
                print(f""Reinsdyrstek ble bestilt"")  
             elif valg ==""6"":
                 print(order)
 
 # var klar over at det 100% er noe ting jeg har gjort feil eller mangler i tidlige
     oppgaven hadde vært ganske lik med noen få endringer. På grunn av at jeg ikke 
     det som står på notatten min ikke er mye help i dette tilfellet så får jeg ikk
     om                ",easy,0.2
Candidate 382,"Ordrehistorikk.
Rudolf ønsker å ha et system som lagrer bestillingene til senere.

1. Definer en tom liste som skal lagre bestillingene. Bestillingene som skal legges i listen skal
være av datatypen dictionary (jmf. Oppgave 3.2).

2. Definer en funksjon som skal hete record_order(). Funksjonen skal ta minst 2 parametere:
           history_list - listen der bestillingene skal lagres - en list
           order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary
   Funksjonen skal så legge til bestillingen i listen.



Skriv ditt svar her",,"order = [] 
menu = {
    ""rett1""{
        ""name"": ""Ribbe"",
        ""price"": 145,90
    },
    ""rett2""{
        ""name"": ""Pinnekjøtt"",
        ""price"": 155,90
    },
    ""rett3""{
        ""name"": ""Lutefisk"",
        ""price"": 135,90
    },
    ""rett4""{
        ""name"": ""Nøttestek"",
        ""price"": 135,90
    },
    ""rett5""{
        ""name"": ""Reinsdyrstek"",
        ""price"": 155,90}
    }
    }
   
def menubestilling(menulist, name, bestilling=0)   
menu_item = {""name"": name, ""price"": price, ""bestilling"": bestilling}
 menulist.append(menu_item)
 def place_order(menu, ribbe, pinne, lute, nut, rein):
    for place_order in order():
        while True:
            print(f""1 - Ribbe for 145,90kr"")
            print(f""2 - Pinnekjøtt for 155,90kr"")
            print(f""3 - Lutefisk for 135,90kr"")
            print(f""4 - Nøttestek for 135,90kr"")
            print(f""5 - Reinsdyrstek for 155,90"")
            print(f""6 - Vis bestilling"")
            
            valg = input(""Velg et nummer fra 1-5 for det du vil ha:"")
            
            if valg ==""1"":
                ribbe = rett1
                order.append(ribbe)
                print(f""Ribbe ble bestilt"")
            
            elif valg ==""2"":
                pinne = rett2
                order.append(pinne)
                print(f""Pinnekjøtt ble bestilt"")    
            elif valg ==""3"":
                lute = rett3
                order.append(lute)
                print(f""Lutefisk ble bestilt"")              
 
             elif valg ==""4"":
                nut = rett4
                order.append(nut)
                print(f""Nøttestek ble bestilt"")
             elif valg ==""5"":
                rein = rett5
                order.append(rein)
                print(f""Buhuu"")
                print(f""Reinsdyrstek ble bestilt"")  
             elif valg ==""6"":
                 print(order)
   
   # var klar over at det 100% er noe ting jeg har gjort feil eller mangler i tidli
       oppgaven hadde vært ganske lik med noen få endringer. På grunn av at jeg ikk
       og det som står på notatten min ikke er mye help i dette tilfellet så får je
       spør om              ",medium,0.4
Candidate 382,"Filhåndtering.
Når dagen er over og restauranten stenger slår Rudolf av systemet for å spare strøm. Han
trenger derfor en måte å lagre ordrehistorikken på selv når strømmen er avslått, og for å kunne
hente den fram igjen ved en annen anledning. Han bestemmer seg for å lagre hver bestilling til en
fil etterhvert som de kommer inn.

I denne oppgaven skal du definere to funksjoner, en for å skrive til en fil og en for å lese fra en fil.
Filen bør være en json-fil.
Del A og del B teller likt.

A)
Definer en funksjon som skal hete save_order_to_file(). Denne skal ta minst 2 parametere:
   file_name - navnet på filen det skal lagres til - en string
   order - en oversikt over hvor mange av hver rett som er bestilt - en dictionary

Funksjonen skal så lagre bestillingen (order) til filen.
Merk at tanken bak funksjonen er at den skal lagre én ordre per fil.

B)
Definer en funksjon som skal hete load_order_from_file(). Denne skal ta minst 1 parameter:
     file_name - navnet på filen det skal leses fra - en string

Dersom filen ikke finnes skal det skrives ut ""Fant ikke filen"".
Funksjonen skal lese fra filen og returnere innholdet fra filen.


Skriv ditt svar her",,,medium,2.0
Candidate 383,"Hvordan starter du en while-loop?
Velg ett alternativ:","A) while x > y
B) while x > y:
C) x < y while {
D) while (x > y)",B) while x > y:,easy,0.75
Candidate 383,"Hvilken syntaks er korrekt for å opprette en funksjon? 
Velg ett alternativ:","A) def myFunction():
B) create myFunction():
C) function myFunction():
D) gen myFunction():",A) def myFunction():,easy,0.75
Candidate 383,"Hvilket alternativ passer best til følgende beskrivelse? ""En samling (i form av en fil) med kode-funksjonalitet vi kan importere og benytte i koden vår."" 
Velg ett alternativ:","A) Funksjon
B) Exception
C) For-loop
D) Modul",D) Modul,easy,0.25
Candidate 383,"Hvilken av disse samlingene definerer en liste? 
Velg ett alternativ:","A) (""dog"", ""cat"", ""honey badger"")
B) {""dog"", ""cat"", ""honey badger""}
C) {""species"": ""honey badger"", ""name"": ""Nils""}
D) [""dog"", ""cat"", ""honey badger""]","D) [""dog"", ""cat"", ""honey badger""]",easy,0.75
Candidate 383,"Hvilken operator kan brukes til å gi en variabel en ny verdi? 
Velg ett alternativ:","A) ==
B) +=
C) !=
D) >",B) +=,easy,0.5
Candidate 383,"Hvilken av de følgende kodelinjene oppretter en for-løkke som vil kjøre 6 ganger? 
Velg ett alternativ","A) for number in range(6):
B) for number in numbers[6]
C) for number < 6:
D) for 0 in 6:",A) for number in range(6):,hard,1.5
Candidate 383,"Hvilken av de følgende kodelinjene legger til et nytt element på slutten av listen? 

animals = [""dog"", ""cat""] 
cow = ""cow"" 
Velg ett alternativ:","A) animals.pop(cow)
B) animals[-1] = cow
C) animals.append(cow)
D) animals[""cow""] = cow",C) animals.append(cow),easy,0.75
Candidate 383,"Hva brukes elif til i Python? 
Velg ett alternativ:","A) Det finnes ikke noe nøkkelord som heter elif i Python.
B) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.
C) Vi må ha med elif på slutten av en løkke.
D) Det brukes som nøkkelord for kode som alltid skal kjøres i en if-test.","B) Det er kort for 'else if', og brukes når vi vil ha flere enn én if-test.",easy,0.5
Candidate 383,"Hvilket alternativ passer best til følgende beskrivelse?:

""En navngitt referanse til en verdi.""

Velg ett alternativ:","A) Funksjon
B) Klasse
C) Variabel
D) Liste",C) Variabel,easy,0.25
Candidate 383,"Hvis du ønsker at en kodesekvens bare skal kjøre under visse forutsetninger, hva ville du
benyttet?

Velg ett alternativ:","A) Klasse
B) If-test
C) Modul
D) Aritmetiske operatorer",B) If-test,easy,0.25
Candidate 383,"Hvilket alternativ passer best til følgende beskrivelse?

""En itererende sekvens av kodelinjer"".

Velg ett alternativ:","A) Modul
B) Funksjon
C) Klasse
D) For-loop",D) For-loop,easy,0.25
Candidate 383,"Hva brukes pass til i Python?

Velg ett alternativ:","A) Oppretter en feilmelding.
B) Brukes som placeholder, gjør ingenting i seg selv.
C) Brukes for å lage en løkke.
D) Hopper over resten av koden i nåværende iterasjon av en løkke.",D) Hopper over resten av koden i nåværende iterasjon av en løkke.,easy,0.75
Candidate 383,"Hvilke av de følgende kodelinjene KAN være eksempler hvor en funksjon blir KALT? Velg ett eller
flere av følgende alternativer:

Velg ett eller flere alternativer","A) result = multiply()
B) add_five += 5
C) multiply(1,3)
D) def add_together(number_1, number_2):
             return number_1 + number_2","A) result = multiply()
C) multiply(1,3)",hard,1.5
Candidate 383,"Hvordan kan du ikke opprette en dictionary?

Velg ett eller flere alternativer","A) d = {'milk': ['whole', 'skimmed']}
B) d = {42: ""forty two"", 9001: ""ninethousandandone""}
C) d = {('milk', 50), ('butter', 1)}
D) d = {'milk': 2, 'butter': 1}","A) d = {'milk': ['whole', 'skimmed']}
C) d = {('milk', 50), ('butter', 1)}",easy,0.5
Candidate 383,"Hvilke av de følgende kodelinjene returnerer boolean-verdien True? Velg en eller flere av følgende alternativer: 

Velg ett eller flere alternativer","A) True or False
B) ""Exam"" == ""Exam""
C) 5 <= 2
D) ""Exam"" = ""Exam""","B) ""Exam"" == ""Exam""",medium,0.5
Candidate 383,"Hvilke av de følgende kodelinjene kan være eksempler på opprettelse av en ny variabel? Velg en
eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) age += 1
B) print(name)
C) name = make_random_name()
D) name = ""Olav Stang""","C) name = make_random_name()
D) name = ""Olav Stang""",medium,1.0
Candidate 383,"Hvilke utsagn om while-løkker er SANNE? Velg ett eller flere av følgende alternativer:

Velg ett eller flere alternativer","A) En while-løkke kan IKKE inneholde andre løkker som en del av sin kodesekvens.
B) En while-løkke hvor betingelsen blir direkte satt til verdien True vil kjøre uendelig (med mindre programmet avbrytes)
C) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
D) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke","C) Vi KAN benytte nøkkelordet else for å utføre en handling når while-løkkens betingelse blir
lik False
D) Vi KAN benytte logiske operatorer for å definere mer komplekse betingelser for en while-løkke",medium,1.5
Candidate 383,"Hva er betydningen av __init__ -metoden i Python?

Velg ett eller flere alternativer","A) Det er et reservert nøkkelord til bruk i if-setninger.
B) Det er en spesialmetode for å håndtere feilmeldinger/exceptions.
C) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.
D) Det brukes til å sortere lister.",C) Det er en konstruktørmetode og blir alltid kalt når vi oppretter et objekt av en klasse.,medium,1.0
Candidate 383,"Hva er hensikten med super()-metoden i Python?

Velg ett eller flere alternativer","A) Runde av flyt-tall til valgt antall desimaler.
B) Generere tilfeldige tall.
C) Kalle på metoder som fins i foreldreklassen.
D) Konvertere heltall til en string.",C) Kalle på metoder som fins i foreldreklassen.,medium,1.0
Candidate 383,"Hva brukes continue til i Python? 
Velg ett eller flere alternativer","A) Avslutte hele programmet.
B) Hoppe over resten av koden i nåværende iterasjon av en løkke.
C) Avslutte en funksjon.
D) Få en løkke til å gå uendelig.",B) Hoppe over resten av koden i nåværende iterasjon av en løkke.,easy,0.5
Candidate 383,"Hva må vi sette inn i koden (rød strek på linje 3) for at 15 skal skrives ut?

a=8
b=7
if a __ b:
      print(a + b)

Velg ett eller flere alternativer","A) !=
B) <
C) >
D) ==","A) !=
C) >",medium,1.0
Candidate 383,"total = 0
ls = [1,2,3,4,5,6]
for number in ls:
      total = total + number

print(total)


Hva skrives ut når dette programmet kjøres?

Velg ett alternativ:","A) 0
B) 21
C) 20
D) 6",B) 21,easy,0.75
Candidate 383,"ls = [1,2,-3,4,-5,6]
 i = 0 
while i<len(ls): 
     ls[i] = ls[i] * 2 
     i = i + 1 

print(ls[4]) 

Hva skrives ut når dette programmet kjøres?
 Velg ett alternativ:","A) 8
B) 0
C) -10
D) 22",C) -10,easy,0.0
Candidate 383,"def greet_person(name, greeting = ''Hei"", age= None):
       print(f""{greeting}, {name}! Alder: {age}"")

va blir utskriften?
Velg ett alternativ:
","A) ""Hei, Bob!""
B) ""Hei, Bob! Alder: None""
C) ""Hei, Bob! Alder: 25""
D) ""Hei, Bob! age=25""","C) ""Hei, Bob! Alder: 25""",hard,2.25
Candidate 383,"list1 = [1,2,3]
list2 = [4,5,6]

print(list1 + list2)

Hva blir utskriften? 
Velg ett alternativ:","A) [4, 5, 6]
B) [1, 2, 3, [4, 5, 6]]
C) [1, 2, 3]
D) [1, 2, 3, 4, 5, 6]","D) [1, 2, 3, 4, 5, 6]",easy,0.5
Candidate 383,"I denne oppgaven skal du lage en enkel meny for Rudolfs ribberestaurant.
Menyen skal defineres i en dictionary, som skal hete menu. I denne skal nøklene/key være
matrettens navn og verdi/value skal være de tilhørende prisene for rettene. Prisene skal være av
datatypen float.

Følgende retter skal inkluderes i menyen:
Ribbe til 145,90 kr
Pinnekjøtt til 155,90 kr
Lutefisk til 135,90 kr
Nøttestek til 135,90 kr
Reinsdyrstek til 155,90 kr

Videre skal du definere en funksjon for å vise én rett fra menyen, og dens pris. Funksjonen skal
hete display_menu_item(). Den skal ta minst 2 parametere:
     menu - en dictionary (med samme format som beskrevet over)
     menu_item – en string - et navn/nøkkel på en rett

Funksjonen skal så skrive ut navnet på valgt rett og prisen på retten.
Utskriften skal formateres til å se f.eks. slik ut:

Meny:
Ribbe – 145.90 kr


Skriv ditt svar her",," menu = {
          ""Ribbe"": 145.90, 
          ""Pinnekjøtt"": 155.90, 
          ""Lutefisk"": 135.90, 
          ""Nøttestek"": 135.90, 
          ""Reinsdyrstek"": 155.90
 }


 def display_menu_item(menu, menu_item):
           menu_name = menu
           menu_dish = menu_item
           menu_item_price = menu_name[menu_dish]

           print(f""Meny:\n{menu_dish} - {menu_item_price} kr"")",medium,0.4
